XAUUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
06/13/2025 04:00,3425.56,3430.35,3407.96,3414.88,-1068,-0.31,
06/13/2025 00:00,3395.58,3444.42,3391.9,3425.63,3005,0.88,
06/12/2025 20:00,3388.13,3395.92,3379.81,3395.59,746,0.22,
06/12/2025 16:00,3385.81,3391.34,3377.9,3388.26,245,0.07,
06/12/2025 12:00,3379.08,3398.85,3376.3,3385.65,657,0.19,
06/12/2025 08:00,3346.49,3388.45,3346.49,3379.21,3272,0.97,
06/12/2025 04:00,3373.54,3375.76,3338.84,3346.21,-2733,-0.82,
06/12/2025 00:00,3365.52,3377.77,3362.17,3373.47,795,0.24,
06/11/2025 20:00,3346.93,3373.35,3346.67,3365.58,1865,0.55,
06/11/2025 16:00,3333.09,3349.37,3319.67,3346.72,1363,0.41,
06/11/2025 12:00,3333.14,3360.71,3327.14,3332.9,-24,-0.01,
06/11/2025 08:00,3345.54,3346.67,3326.32,3333.12,-1242,-0.37,
06/11/2025 04:00,3339.28,3348.53,3332.58,3345.67,639,0.19,
06/11/2025 00:00,3327.87,3341.67,3324.97,3339.4,1153,0.35,
06/10/2025 20:00,3328.89,3328.89,3315.54,3327.89,-100,-0.03,
06/10/2025 16:00,3326.7,3334.55,3319.22,3328.38,168,0.05,
06/10/2025 12:00,3333.83,3349.07,3323.2,3326.76,-707,-0.21,
06/10/2025 08:00,3330.16,3342.57,3325.99,3333.77,361,0.11,
06/10/2025 04:00,3307.64,3332.06,3302.76,3330.05,2241,0.67,
06/10/2025 00:00,3326.88,3326.88,3301.81,3307.6,-1928,-0.58,
06/09/2025 20:00,3327.18,3329.53,3321.61,3326.8,-38,-0.01,
06/09/2025 16:00,3328.71,3338.28,3325.89,3327.3,-141,-0.04,
06/09/2025 12:00,3317.46,3332.06,3310.65,3328.71,1125,0.34,
06/09/2025 08:00,3324.21,3325.54,3312.07,3317.42,-679,-0.20,
06/09/2025 04:00,3310.95,3328.52,3309.21,3324.07,1312,0.39,
06/09/2025 00:00,3318.06,3318.7,3293.65,3310.86,-720,-0.22,
06/08/2025 20:00,3315.33,3321.07,3309.3,3317.96,263,0.08,
06/06/2025 16:00,3332.15,3332.73,3313.69,3318.06,-1409,-0.42,
06/06/2025 12:00,3358.48,3363.92,3316.75,3332.14,-2634,-0.79,
06/06/2025 08:00,3359.65,3367.77,3352.88,3358.42,-123,-0.04,
06/06/2025 04:00,3369.68,3375.47,3352.72,3359.5,-1018,-0.30,
06/06/2025 00:00,3361.88,3371.88,3356.24,3369.7,782,0.23,
06/05/2025 20:00,3356.64,3363.43,3351.85,3362.09,545,0.16,
